,xk,wk,uk,xkp1,wkp1,fL_k,fU_k,gL_k,gU_k,fBL_k,fBU_k
6458,[-4.52199432],[-1.39612359],[-1.91218551],[-4.54991679],[-1.55757731],[-1.63113316],[-0.70519544],[0.01632653],[0.048],[-3.11913316],[-0.14313316]
6459,[3.47079751],[-4.27082057],[15.97540275],[3.3853811],[-3.29413302],[-4.84777303],[-2.57458037],[0.01632653],[0.048],[-6.33577303],[-3.35977303]
6460,[-2.54176089],[1.29416836],[4.11783283],[-2.51587752],[1.43040543],[1.32921551],[1.19112973],[0.01632653],[0.048],[-0.15878449],[2.81721551]
6461,[2.26892573],[-0.07767381],[13.64809395],[2.26737226],[0.06425912],[-0.20928264],[0.30925614],[0.01632653],[0.048],[-1.69728264],[1.27871736]
6462,[-4.25873206],[-1.86952771],[-25.9985154],[-4.29612261],[-2.46663343],[-2.14386006],[-1.06299058],[0.01632653],[0.048],[-3.63186006],[-0.65586006]
6463,[3.03163126],[4.54312453],[-23.28758744],[3.12249375],[3.37776294],[3.81041832],[6.69728078],[0.01632653],[0.048],[2.32241832],[5.29841832]
6464,[-0.58992897],[-3.79880894],[15.86292987],[-0.66590515],[-2.90639689],[-4.20511922],[-2.60425672],[0.01632653],[0.048],[-5.69311922],[-2.71711922]
6465,[-3.14167723],[3.46938772],[-14.23295293],[-3.07228947],[2.78719899],[3.05190112],[4.69679832],[0.01632653],[0.048],[1.56390112],[4.53990112]
6466,[-4.15870897],[0.80273804],[8.95438451],[-4.14265421],[0.80762808],[0.63486366],[1.29628872],[0.01632653],[0.048],[-0.85313634],[2.12286366]
6467,[0.99671156],[0.0728302],[-9.13121605],[0.99816816],[-0.27357713],[-0.07116351],[0.49617171],[0.01632653],[0.048],[-1.55916351],[1.41683649]
6468,[0.42522367],[2.6372017],[-2.2313054],[0.4779677],[2.293865],[2.32549225],[3.55362749],[0.01632653],[0.048],[0.83749225],[3.81349225]
6469,[-0.85994997],[-0.88261723],[-12.03916424],[-0.87760232],[-0.96762182],[-0.78409577],[-1.17227035],[0.01632653],[0.048],[-2.27209577],[0.70390423]
6470,[2.53955642],[-0.59105451],[-24.67809483],[2.52773533],[-1.19764141],[-0.70084832],[-0.26826073],[0.01632653],[0.048],[-2.18884832],[0.78715168]
6471,[1.02597229],[2.49021705],[-20.95903459],[1.07577663],[1.69726678],[2.12990187],[3.54954367],[0.01632653],[0.048],[0.64190187],[3.61790187]
6472,[3.6245839],[0.76306323],[-14.57556413],[3.63984516],[0.52629042],[0.81893215],[0.59880859],[0.01632653],[0.048],[-0.66906785],[2.30693215]
6473,[4.66520225],[1.10727842],[-3.99902569],[4.68734782],[1.17231999],[1.23100533],[0.7435213],[0.01632653],[0.048],[-0.25699467],[2.71900533]
6474,[1.04483738],[0.13626099],[-28.33794344],[1.0475626],[-0.61498145],[-0.01242885],[0.57340913],[0.01632653],[0.048],[-1.50042885],[1.47557115]
6475,[-3.25526238],[2.95174581],[19.67464344],[-3.19622747],[3.05969711],[2.62980398],[3.89825481],[0.01632653],[0.048],[1.14180398],[4.11780398]
6476,[-3.08960133],[-3.957216],[7.07666836],[-3.16874565],[-3.29870108],[-4.49089026],[-2.38821367],[0.01632653],[0.048],[-5.97889026],[-3.00289026]
6477,[4.06613104],[3.62215325],[7.9238704],[4.13857411],[3.51717449],[3.30184703],[4.56385353],[0.01632653],[0.048],[1.81384703],[4.78984703]
6478,[2.07399008],[-4.58020765],[2.27298555],[1.98238592],[-4.02746878],[-5.45371673],[-2.01209094],[0.01632653],[0.048],[-6.94171673],[-3.96571673]
6479,[-2.06996832],[-2.5000274],[-6.26058771],[-2.11996886],[-2.26516477],[-2.56996257],[-2.29441802],[0.01632653],[0.048],[-4.05796257],[-1.08196257]
6480,[-2.43805569],[4.68369419],[-14.50974321],[-2.34438181],[3.80214797],[4.03376004],[6.59450059],[0.01632653],[0.048],[2.54576004],[5.52176004]
6481,[0.60595228],[0.14508071],[15.39557246],[0.6088539],[0.35980693],[0.04606719],[0.43618047],[0.01632653],[0.048],[-1.44193281],[1.53406719]
6482,[-0.87193893],[1.19198141],[22.13537588],[-0.84809931],[1.75241106],[1.26967505],[0.96356212],[0.01632653],[0.048],[-0.21832495],[2.75767505]
6483,[-3.78801406],[1.10697324],[9.76505895],[-3.76587459],[1.15614337],[0.96089491],[1.53644352],[0.01632653],[0.048],[-0.52710509],[2.44889491]
6484,[-0.3626559],[-2.6669775],[15.57251932],[-0.41599545],[-2.05194048],[-2.85483622],[-2.11467287],[0.01632653],[0.048],[-4.34283622],[-1.36683622]
6485,[-1.81526488],[-4.45820888],[26.0568796],[-1.90442906],[-3.09992147],[-4.98255498],[-2.91663133],[0.01632653],[0.048],[-6.47055498],[-3.49455498]
6486,[0.97165055],[0.1450143],[-9.68561937],[0.97455084],[-0.2107757],[0.00281585],[0.56307774],[0.01632653],[0.048],[-1.48518415],[1.49081585]
6487,[1.51940995],[1.64891476],[-29.35387242],[1.55238825],[0.7642716],[1.38453242],[2.42619881],[0.01632653],[0.048],[-0.10346758],[2.87253242]
6488,[-3.86686608],[4.05633533],[10.2338225],[-3.78573937],[3.61852413],[3.37472499],[6.06026973],[0.01632653],[0.048],[1.88672499],[4.86272499]
6489,[-3.76555454],[2.88779909],[10.55385989],[-3.70779856],[2.72998281],[2.49939545],[4.02970578],[0.01632653],[0.048],[1.01139545],[3.98739545]
6490,[-3.96977984],[0.36832668],[-12.03148078],[-3.96241331],[-0.02616611],[0.23719076],[0.75386631],[0.01632653],[0.048],[-1.25080924],[1.72519076]
6491,[4.37535093],[-0.38213412],[21.16645553],[4.36770825],[0.24076357],[-0.23044845],[-0.82808999],[0.01632653],[0.048],[-1.71844845],[1.25755155]
6492,[3.08750408],[-4.86861825],[-26.07490199],[2.99013171],[-4.66331724],[-5.69760519],[-2.43139664],[0.01632653],[0.048],[-7.18560519],[-4.20960519]
6493,[3.62213602],[-0.30116775],[7.65315843],[3.61611267],[-0.05019343],[-0.22870965],[-0.51419456],[0.01632653],[0.048],[-1.71670965],[1.25929035]
6494,[-2.88560202],[3.0812839],[-28.78633199],[-2.82397634],[2.22495589],[2.79416899],[3.92540175],[0.01632653],[0.048],[1.30616899],[4.28216899]
6495,[2.75306506],[-3.6725031],[25.87325454],[2.679615],[-2.77317842],[-4.2038473],[-2.11035117],[0.01632653],[0.048],[-5.6918473],[-2.7158473]
6496,[0.7193198],[0.42119203],[6.79085921],[0.72774364],[0.43498565],[0.30173256],[0.77240285],[0.01632653],[0.048],[-1.18626744],[1.78973256]
6497,[1.62682309],[-2.15231162],[-10.95057318],[1.58377685],[-2.41969375],[-2.48265221],[-1.18111031],[0.01632653],[0.048],[-3.97065221],[-0.99465221]
6498,[1.69157536],[3.64899181],[-13.05974787],[1.76455519],[2.76630166],[3.02013584],[5.49782836],[0.01632653],[0.048],[1.53213584],[4.50813584]
6499,[2.29160107],[-4.76570267],[9.25355272],[2.19628701],[-3.98863713],[-5.67798091],[-2.08360467],[0.01632653],[0.048],[-7.16598091],[-4.18998091]
6500,[-1.86303666],[-1.09650881],[-14.74239999],[-1.88496684],[-1.18452304],[-0.97892058],[-1.44221822],[0.01632653],[0.048],[-2.46692058],[0.50907942]
6501,[4.67406212],[-0.84302402],[4.94490881],[4.65720164],[-0.52989532],[-0.70145723],[-1.25923036],[0.01632653],[0.048],[-2.18945723],[0.78654277]
6502,[-4.16000126],[0.79291811],[4.56577852],[-4.14414289],[0.70687825],[0.62546979],[1.28521615],[0.01632653],[0.048],[-0.86253021],[2.11346979]
6503,[-1.95826464],[-4.98215541],[24.82168277],[-2.05790775],[-3.49991135],[-5.68458622],[-2.91700883],[0.01632653],[0.048],[-7.17258622],[-4.19658622]
6504,[-2.96898061],[-2.29507498],[18.5075495],[-3.01488211],[-1.70754627],[-2.45012175],[-1.83923746],[0.01632653],[0.048],[-3.93812175],[-0.96212175]
6505,[4.29310893],[-0.4333074],[-6.43243088],[4.28444278],[-0.38878574],[-0.28817644],[-0.85999242],[0.01632653],[0.048],[-1.77617644],[1.19982356]
6506,[-3.36436836],[0.78202978],[14.40210713],[-3.34872776],[1.01838199],[0.72139364],[0.96030001],[0.01632653],[0.048],[-0.76660636],[2.20939364]
6507,[3.26510102],[4.32630601],[10.26659054],[3.35162714],[3.96404608],[3.69918157],[6.17005187],[0.01632653],[0.048],[2.21118157],[5.18718157]
6508,[2.31381318],[-3.22947947],[11.44558139],[2.24922359],[-2.79548384],[-3.71561932],[-1.80022832],[0.01632653],[0.048],[-5.20361932],[-2.22761932]
6509,[2.08197124],[4.58452218],[-9.14457858],[2.17366168],[3.55950202],[3.71030252],[7.15472801],[0.01632653],[0.048],[2.22230252],[5.19830252]
6510,[-3.03158129],[0.50127826],[5.42569061],[-3.02155573],[0.62437518],[0.50880132],[0.47916047],[0.01632653],[0.048],[-0.97919868],[1.99680132]
6511,[1.77132985],[-1.39451474],[-18.4307106],[1.74343955],[-1.89938491],[-1.62903762],[-0.70501747],[0.01632653],[0.048],[-3.11703762],[-0.14103762]
6512,[2.66320574],[-3.59432282],[19.7649513],[2.59131929],[-2.85557693],[-4.11980922],[-2.04939282],[0.01632653],[0.048],[-5.60780922],[-2.63180922]
6513,[-1.51089576],[-1.73269881],[-20.00652509],[-1.54554973],[-1.86607306],[-1.67034953],[-1.91600569],[0.01632653],[0.048],[-3.15834953],[-0.18234953]
6514,[-3.02427681],[4.99821649],[26.20868004],[-2.92431248],[4.76677111],[4.15395885],[7.48033395],[0.01632653],[0.048],[2.66595885],[5.64195885]
6515,[-4.26075015],[-2.13881474],[10.12795808],[-4.30352645],[-1.95007638],[-2.45052569],[-1.22238455],[0.01632653],[0.048],[-3.93852569],[-0.96252569]
6516,[3.88294074],[-1.74386346],[22.0964763],[3.84806347],[-1.05873919],[-1.7372702],[-1.76324762],[0.01632653],[0.048],[-3.2252702],[-0.2492702]
6517,[3.30146347],[3.90311909],[-24.99378799],[3.37952585],[2.92504349],[3.40217984],[5.37588051],[0.01632653],[0.048],[1.91417984],[4.89017984]
6518,[-3.44496113],[-0.17482635],[16.60108935],[-3.44845766],[0.11775754],[-0.22853298],[-0.01692884],[0.01632653],[0.048],[-1.71653298],[1.25946702]
6519,[3.56603294],[0.51062682],[-10.80941386],[3.57624548],[0.35252203],[0.56871848],[0.33983733],[0.01632653],[0.048],[-0.91928152],[2.05671848]
6520,[2.69472531],[1.09124677],[28.53917009],[2.71655024],[1.5638004],[0.97504044],[1.43289335],[0.01632653],[0.048],[-0.51295956],[2.46304044]
6521,[-3.96818516],[0.5832737],[-16.33116633],[-3.95651969],[0.0930062],[0.44526465],[0.98902033],[0.01632653],[0.048],[-1.04273535],[1.93326465]
6522,[-0.99551901],[-2.72553309],[-22.31042702],[-1.05002968],[-2.79677612],[-2.8426743],[-2.38113792],[0.01632653],[0.048],[-4.3306743],[-1.3546743]
6523,[-4.05547165],[0.69488392],[14.27858949],[-4.04157397],[0.82650718],[0.54247537],[1.14296507],[0.01632653],[0.048],[-0.94552463],[2.03047537]
6524,[-1.06900922],[1.66051937],[-14.71139809],[-1.03579884],[1.43222166],[1.71084484],[1.5125625],[0.01632653],[0.048],[0.22284484],[3.19884484]
6525,[-4.03001781],[-4.43532466],[28.78338723],[-4.11872431],[-3.35356091],[-5.24693521],[-2.04918966],[0.01632653],[0.048],[-6.73493521],[-3.75893521]
6526,[-4.62946956],[-4.50835506],[17.95342899],[-4.71963666],[-3.67377024],[-5.37964885],[-1.94675132],[0.01632653],[0.048],[-6.86764885],[-3.89164885]
6527,[3.49508497],[1.90938321],[-22.5966951],[3.53327263],[1.38576812],[1.83966088],[2.11436686],[0.01632653],[0.048],[0.35166088],[3.32766088]
6528,[-2.30704909],[-4.77749385],[-7.2837737],[-2.40259897],[-4.06085826],[-5.44218529],[-2.82330102],[0.01632653],[0.048],[-6.93018529],[-3.95418529]
6529,[-4.66111558],[-2.16693908],[3.71877469],[-4.70445436],[-2.1271719],[-2.49950177],[-1.18920477],[0.01632653],[0.048],[-3.98750177],[-1.01150177]
6530,[-2.47226709],[-3.57210021],[14.16269126],[-2.54370909],[-2.75242676],[-3.90996253],[-2.57878497],[0.01632653],[0.048],[-5.39796253],[-2.42196253]
6531,[1.479167],[3.37517814],[1.98792663],[1.54667057],[2.86678604],[2.81213932],[5.03051228],[0.01632653],[0.048],[1.32413932],[4.30013932]
6532,[-4.22519022],[-4.20833073],[-3.75120467],[-4.30935684],[-3.88655982],[-4.97039389],[-1.96786504],[0.01632653],[0.048],[-6.45839389],[-3.48239389]
6533,[-1.27258891],[0.20747578],[-24.26221374],[-1.26843939],[-0.11860584],[0.36475686],[-0.25493059],[0.01632653],[0.048],[-1.12324314],[1.85275686]
6534,[-0.72581084],[2.51729227],[20.61226578],[-0.67546499],[2.87047992],[2.40826733],[2.83782559],[0.01632653],[0.048],[0.92026733],[3.89626733]
6535,[-3.23103167],[4.31099099],[-9.94003091],[-3.14481185],[3.49266475],[3.65261738],[6.24660943],[0.01632653],[0.048],[2.16461738],[5.14061738]
6536,[0.04210191],[0.92821831],[10.0030038],[0.06066627],[1.10335739],[0.88909714],[1.04323456],[0.01632653],[0.048],[-0.59890286],[2.37709714]
6537,[-3.91904333],[-3.59076909],[23.51651144],[-3.99085871],[-2.82044856],[-4.15600645],[-1.92897126],[0.01632653],[0.048],[-5.64400645],[-2.66800645]
6538,[-1.64395634],[-3.15017561],[-12.53142771],[-1.70695986],[-2.90726095],[-3.32670251],[-2.63118651],[0.01632653],[0.048],[-4.81470251],[-1.83870251]
6539,[1.24948051],[4.30914745],[25.70665879],[1.33566346],[4.07481046],[3.50648378],[6.66897864],[0.01632653],[0.048],[2.01848378],[4.99448378]
6540,[4.64145734],[4.50447492],[23.98809585],[4.73154684],[4.54379637],[3.97041317],[6.07461647],[0.01632653],[0.048],[2.48241317],[5.45841317]
6541,[2.27933941],[0.78811599],[2.67394887],[2.29510173],[0.67991388],[0.63642668],[1.23408257],[0.01632653],[0.048],[-0.85157332],[2.12442668]
6542,[-2.86520201],[-0.53549588],[-25.6529812],[-2.87591193],[-1.00655914],[-0.50171252],[-0.63481896],[0.01632653],[0.048],[-1.98971252],[0.98628748]
6543,[1.86703461],[-4.13336226],[-15.54877172],[1.78436736],[-4.09105272],[-4.8861225],[-1.92024717],[0.01632653],[0.048],[-6.3741225],[-3.3981225]
6544,[4.39049589],[4.82813517],[29.52719085],[4.48705859],[4.87666324],[4.18165733],[6.72877999],[0.01632653],[0.048],[2.69365733],[5.66965733]
6545,[2.14248962],[2.23406156],[10.67286284],[2.18717085],[2.13792231],[1.91788456],[3.16362195],[0.01632653],[0.048],[0.42988456],[3.40588456]
6546,[3.59281845],[-3.91183053],[13.59007682],[3.51458184],[-3.05735048],[-4.36845999],[-2.56933991],[0.01632653],[0.048],[-5.85645999],[-2.88045999]
6547,[-1.14282083],[3.64300555],[-9.37792222],[-1.06996072],[3.19658267],[3.33625749],[4.54484486],[0.01632653],[0.048],[1.84825749],[4.82425749]
6548,[-0.95975205],[-1.66267166],[10.72092306],[-0.99300549],[-1.19918854],[-1.62231196],[-1.78132917],[0.01632653],[0.048],[-3.11031196],[-0.13431196]
6549,[-3.28227951],[-0.23127648],[1.85675465],[-3.28690504],[-0.2148871],[-0.25906205],[-0.14958689],[0.01632653],[0.048],[-1.74706205],[1.22893795]
6550,[-3.78479562],[-4.15686123],[8.06372162],[-3.86793284],[-3.5489425],[-4.85623514],[-2.10070195],[0.01632653],[0.048],[-6.34423514],[-3.36823514]
6551,[3.28545456],[0.49391542],[22.15099479],[3.29533287],[0.97152521],[0.50734935],[0.45441966],[0.01632653],[0.048],[-0.98065065],[1.99534935]
6552,[3.58655274],[-0.57496811],[20.98579563],[3.57505338],[-0.04489942],[-0.5161494],[-0.74789513],[0.01632653],[0.048],[-2.0041494],[0.9718506]
6553,[0.78188079],[4.20370702],[-28.52347318],[0.86595493],[2.91649204],[3.47315493],[6.35153017],[0.01632653],[0.048],[1.98515493],[4.96115493]
6554,[4.90351453],[2.55166515],[-9.04034266],[4.95454783],[2.34072484],[2.4902264],[2.7322951],[0.01632653],[0.048],[1.0022264],[3.9782264]
6555,[-1.83834809],[2.44865553],[-28.56403328],[-1.78937498],[1.84359913],[2.40205556],[2.58565944],[0.01632653],[0.048],[0.91405556],[3.89005556]
6556,[-0.50554643],[-1.28354134],[-25.41216922],[-0.53121726],[-1.67094472],[-1.26106723],[-1.34961521],[0.01632653],[0.048],[-2.74906723],[0.22693277]
6557,[0.01930041],[1.71102565],[12.65588306],[0.05352093],[1.87978162],[1.60448499],[2.02425518],[0.01632653],[0.048],[0.11648499],[3.09248499]
6558,[-1.46693194],[1.80191884],[-27.9990718],[-1.43089356],[1.30278529],[1.85522332],[1.64520366],[0.01632653],[0.048],[0.36722332],[3.34322332]
6559,[3.3889559],[-2.94861503],[-10.1858689],[3.3299836],[-2.83513858],[-3.20954553],[-2.18147937],[0.01632653],[0.048],[-4.69754553],[-1.72154553]
6560,[-0.83891169],[3.39508029],[-22.71362161],[-0.77101008],[2.69630525],[3.12056188],[4.2021644],[0.01632653],[0.048],[1.63256188],[4.60856188]
6561,[1.08558078],[2.26706297],[-6.41047329],[1.13092204],[1.80500055],[1.93841722],[3.23328148],[0.01632653],[0.048],[0.45041722],[3.42641722]
6562,[2.33795054],[-1.39377033],[-7.56796514],[2.31007513],[-1.62272441],[-1.58439584],[-0.83333135],[0.01632653],[0.048],[-3.07239584],[-0.09639584]
6563,[1.93650439],[-0.14603011],[24.00746284],[1.93358379],[0.17974321],[-0.30644726],[0.32559629],[0.01632653],[0.048],[-1.79444726],[1.18155274]
6564,[-2.20280813],[2.610852],[-24.29569011],[-2.15059109],[2.03809139],[2.50939263],[2.90914253],[0.01632653],[0.048],[1.02139263],[3.99739263]
6565,[-0.09153541],[4.64039988],[17.73567793],[0.00127259],[4.34254956],[3.91077766],[6.7854892],[0.01632653],[0.048],[2.42277766],[5.39877766]
6566,[-2.9142],[-0.70554494],[-27.31749754],[-2.9283109],[-1.21338544],[-0.68703607],[-0.75996101],[0.01632653],[0.048],[-2.17503607],[0.80096393]
6567,[-1.73606813],[1.94542619],[-1.70242428],[-1.6971596],[1.97406416],[1.97879406],[1.84732463],[0.01632653],[0.048],[0.49079406],[3.46679406]
6568,[-1.9487871],[1.85623894],[-25.97990567],[-1.91166233],[1.37941519],[1.89170196],[1.75197767],[0.01632653],[0.048],[0.40370196],[3.37970196]
6569,[4.33436396],[-3.6106869],[-6.32885685],[4.26215022],[-3.15152624],[-3.90604837],[-2.74232417],[0.01632653],[0.048],[-5.39404837],[-2.41804837]
6570,[2.00597005],[3.81456548],[-12.04319492],[2.08226136],[2.92903693],[3.15756454],[5.74614824],[0.01632653],[0.048],[1.66956454],[4.64556454]
6571,[-1.04160891],[-4.4550635],[-7.41261472],[-1.13071018],[-3.81587216],[-4.99648182],[-2.86329364],[0.01632653],[0.048],[-6.48448182],[-3.50848182]
6572,[-1.42860346],[4.63825802],[11.72550336],[-1.3358383],[4.38255586],[4.06073135],[6.33618642],[0.01632653],[0.048],[2.57273135],[5.54873135]
6573,[1.74710863],[-4.33222902],[23.73562487],[1.66046405],[-3.42449153],[-5.14778423],[-1.9344967],[0.01632653],[0.048],[-6.63578423],[-3.65978423]
6574,[-0.48624737],[-3.08636236],[-3.78877925],[-0.54797462],[-2.77598446],[-3.33847742],[-2.34514407],[0.01632653],[0.048],[-4.82647742],[-1.85047742]
6575,[-1.21188792],[1.5278938],[-18.68134885],[-1.18133005],[1.2413456],[1.6028406],[1.30755022],[0.01632653],[0.048],[0.1148406],[3.0908406]
6576,[-4.25471273],[1.31919784],[-12.98181438],[-4.22832877],[0.82425327],[1.10569086],[1.94690836],[0.01632653],[0.048],[-0.38230914],[2.59369086]
6577,[-1.39231566],[-2.49756864],[6.1360414],[-1.44226703],[-1.98683983],[-2.54919466],[-2.34578815],[0.01632653],[0.048],[-4.03719466],[-1.06119466]
6578,[-0.98432587],[-3.06469536],[24.56756369],[-1.04561977],[-2.0992236],[-3.25060683],[-2.51811563],[0.01632653],[0.048],[-4.73860683],[-1.76260683]
6579,[-0.3000467],[3.71736888],[-7.53927693],[-0.22569933],[3.1777853],[3.28823349],[4.97902694],[0.01632653],[0.048],[1.80023349],[4.77623349]
6580,[-2.33023206],[0.00793863],[-15.93616947],[-2.33007329],[-0.18927102],[0.12783612],[-0.34455997],[0.01632653],[0.048],[-1.36016388],[1.61583612]
6581,[-2.37397372],[0.9457571],[-12.93084223],[-2.35505858],[0.77680521],[1.02961531],[0.69921397],[0.01632653],[0.048],[-0.45838469],[2.51761531]
6582,[-4.247693],[3.13729184],[7.79238196],[-4.18494716],[2.81686341],[2.64485078],[4.58506856],[0.01632653],[0.048],[1.15685078],[4.13285078]
6583,[4.14613997],[-4.61052496],[9.02970913],[4.05392947],[-3.58546161],[-5.20380581],[-2.86627925],[0.01632653],[0.048],[-6.69180581],[-3.71580581]
6584,[-4.25271381],[2.11229617],[-29.21495567],[-4.21046789],[1.19303624],[1.80506949],[3.01554261],[0.01632653],[0.048],[0.31706949],[3.29306949]
6585,[4.56718218],[-0.0026252],[-24.47399462],[4.56712968],[-0.32574428],[0.16180435],[-0.48604808],[0.01632653],[0.048],[-1.32619565],[1.64980435]
6586,[2.82204288],[4.62499698],[-24.03177383],[2.91454282],[3.38197925],[3.83195674],[6.95653529],[0.01632653],[0.048],[2.34395674],[5.31995674]
6587,[1.66024106],[0.78211202],[4.77853057],[1.6758833],[0.6749244],[0.59086194],[1.34438725],[0.01632653],[0.048],[-0.89713806],[2.07886194]
6588,[-1.77583401],[0.33707711],[29.56744661],[-1.76909247],[1.13182998],[0.49583158],[-0.12966102],[0.01632653],[0.048],[-0.99216842],[1.98383158]
6589,[0.30124593],[1.14743542],[23.70172813],[0.32419463],[1.54518829],[1.04971276],[1.43474005],[0.01632653],[0.048],[-0.43828724],[2.53771276]
6590,[-4.48158302],[-2.33039558],[-7.45957491],[-4.52819093],[-2.49460768],[-2.68406641],[-1.29060332],[0.01632653],[0.048],[-4.17206641],[-1.19606641]
6591,[-0.48807055],[0.18384361],[12.89906121],[-0.48439368],[0.5412317],[0.25938696],[-0.03825382],[0.01632653],[0.048],[-1.22861304],[1.74738696]
6592,[2.26402131],[2.45889091],[17.47525924],[2.31319913],[2.48388137],[2.11842033],[3.45987442],[0.01632653],[0.048],[0.63042033],[3.60642033]
6593,[2.48438411],[1.11053054],[5.48530464],[2.50659472],[1.06881578],[0.96273504],[1.54504934],[0.01632653],[0.048],[-0.52526496],[2.45073504]
6594,[3.96710834],[-4.16639184],[18.88219486],[3.8837805],[-3.0807189],[-4.64359268],[-2.76342137],[0.01632653],[0.048],[-6.13159268],[-3.15559268]
6595,[0.01230614],[-3.39774664],[10.41153579],[-0.05564879],[-2.81784917],[-3.80032399],[-2.21416925],[0.01632653],[0.048],[-5.28832399],[-2.31232399]
6596,[1.77546387],[4.20359588],[7.50424094],[1.85953579],[3.61227186],[3.42681659],[6.48732697],[0.01632653],[0.048],[1.93881659],[4.91481659]
6597,[-4.92744126],[1.51489802],[20.13222293],[-4.8971433],[1.67778624],[1.26879944],[2.23842786],[0.01632653],[0.048],[-0.21920056],[2.75679944]
